Feature,Missing
bedroom,0
price,0
area,0
Floor,0
property_type,0
locality,0
City,0
furnish_type,0
Tenant Preferred,0
bathroom,0
seller_type,0
price_per_sqft,0
bed_bath_ratio,0
price_log,0
rent_category,0
